Symbol,CompanyName,Sector,Industry,HeadquartersCountry,CurrencyCode,CompanySummary,EmployeeCount,WebsiteURL,ExchangeCode,ExchangeTimezone
BKE,"The Buckle, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for men, women, and kids under the Buckle and Buckle Youth brands in the United States. The company markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise comprising the BKE, Buckle Black, Ace High, Daytrip, Departwest, FITZ + EDDI, Freshwear, Gentry Country, Gilded Intent, Gimmicks, Maven Co-op, J.B. Holt, Modish Rebel, Nova Industries, Outpost Makers, Reclaim, Salvage, Sterling & Stitch, Veece, and Willow & Root brands. It also provides services, such as hemming, gift-packaging, layaways, a guest loyalty program, the Buckle private label credit card, personalized stylist services, and a special-order system that allows stores to obtain specifically requested merchandise from other company stores or from its online order fulfillment center. The company sells its products through its stores, as well as website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991. The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",2800.0,https://www.buckle.com,NYQ,America/New_York
BKU,"BankUnited, Inc.",Financial Services,Banks - Regional,United States,USD,"BankUnited, Inc. operates as the bank holding company for BankUnited, a national banking association that provides a range of banking services in the United States. The company offers deposit products, such as checking, money market deposit, and savings accounts; certificates of deposit; and treasury, commercial loans, payments and cash management services. Its loans portfolio includes commercial loans, including equipment loans, secured and unsecured lines of credit, formula-based lines of credit, owner-occupied commercial real estate term loans and lines of credit, mortgage warehouse lines, subscription finance facilities, letters of credit, commercial credit cards, small business administration and U.S. department of agriculture product offerings, export-import bank financing products, trade finance, and business acquisition finance credit facilities; commercial real estate loans; residential mortgages; and other consumer loans. The company offers loan servicing and deposit transaction processing systems, cloud-based data storage, electronic funds transfer transaction processing, cash management, online banking services, ERP systems and computer and networking infrastructure. It operates through a network of banking centers located in Florida counties and the New York metropolitan area, as well as Dallas, Texas. The company was formerly known as BU Financial Corporation. BankUnited, Inc. was incorporated in 2009 and is headquartered in Miami Lakes, Florida.",1662.0,https://www.bankunited.com,NYQ,America/New_York
BL,"BlackLine, Inc.",Technology,Software - Application,United States,USD,"BlackLine, Inc. provides cloud-based solutions to automate and streamline accounting and finance operations in the United States and internationally. It offers financial close and consolidation solutions, such as account reconciliations that provides a centralized workspace for users to collaborate on account reconciliations; transaction matching, which analyzes and reconciles individual transactions; task management to create and manage processes and task lists; and financial reporting analytics that enables analysis and validation of financial data. The company also provides journal entry, which allows users to generate, review, and post manual journal entries; variance analysis that offers anomalous fluctuations in balance sheet and income statement account balances; compliance, an integrated solution that facilitates compliance-related initiatives, consolidates project management, and provides visibility over control self-assessments and testing; and smart close for SAP solution. In addition, it offers credit and risk, collection, dispute and deduction, and team and task management, as well as AR intelligence, electronic invoicing and payment, and cash application solutions. Further, the company provides intercompany create functionality that stores permissions and business logic exceptions by entity, service, and transaction type; intercompany balance and resolve, which records an organization's intercompany transactions; and netting and settlement that enables open intercompany transactions, which integrate with treasury systems. Additionally, it offers implementation, optimization, live and web-based training, and support services. The company sells its solutions primarily through direct sales force to multinational corporations, large domestic enterprises, and mid-market companies across various industries. BlackLine, Inc. was incorporated in 2001 and is headquartered in Woodland Hills, California.",1830.0,https://www.blackline.com,NMS,America/New_York
BLFS,"BioLife Solutions, Inc.",Healthcare,Medical Instruments & Supplies,United States,USD,"BioLife Solutions, Inc. develops, manufactures, and markets bioproduction products and services for the cell and gene therapy (CGT) industry in the United States, Europe, the Middle East, Africa, and internationally. The company's products are used in the basic and applied research, and commercial manufacturing of biologic-based therapies. It offers proprietary biopreservation media products, including HypoThermosol FRS and CryoStor Freeze Media that are formulated to mitigate preservation-induced, delayed-onset cell damage and death; bioproduction tools, such as human platelet lysates for cell expansion and CellSeal closed system vials that are used in CGT; and the ThawSTAR line include automated thawing devices for frozen cell and gene therapies packaged in cryovials and cryobags. The company also provides evo shipping containers that are cloud-connected passive storage and transport containers for temperature-sensitive biologics and pharmaceuticals. It markets and sells its products directly, as well as through third party distributors. The company was incorporated in 1987 and is headquartered in Bothell, Washington.",159.0,https://www.biolifesolutions.com,NCM,America/New_York
BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants,United States,USD,"Bloomin' Brands, Inc., through its subsidiaries, owns and operates casual, polished casual, and fine dining restaurants in the United States and internationally. The company operates through U.S. and International Franchise segments. Its restaurant portfolio has four concepts, including Outback Steakhouse, a casual steakhouse restaurant; Carrabba's Italian Grill that offers authentic Italian cuisine; Bonefish Grill; and Fleming's Prime Steakhouse & Wine Bar, a contemporary steakhouse. The company was founded in 1988 and is based in Tampa, Florida.",81000.0,https://www.bloominbrands.com,NMS,America/New_York
BMI,"Badger Meter, Inc.",Technology,Scientific & Technical Instruments,United States,USD,"Badger Meter, Inc. manufactures and markets flow measurement, quality, control, and communication solutions worldwide. It offers Utility water smart metering solutions and software technologies and services to municipal water utilities market. The company also provides flow instrumentation products, including meters, valves, and other sensing instruments to measure and control fluids going through a pipe or pipeline, including water, air, steam, and other liquids and gases to original equipment manufacturers as the primary flow measurement device within a product or system, as well as through manufacturers' representatives. In addition, the company offers ORION Cellular endpoints to power network as a service; ORION mobile read endpoints support for deploying AMR solution; radio products; hardware, instruments, and sensors, and related software, to enhance connected data to a water utility's operation; water quality monitoring solutions, including optical sensing and electrochemical instruments; and high frequency pressure and leak detection sensors to aid in burst pipe and leak events; as well as BEACON, a secure cloud-hosted software suite that establishes alerts for specific conditions and allows consumer engagement tools that permit end water customers to view and manage their water usage activity. Its flow instrumentation products are used in water/wastewater, heating, ventilating and air conditioning, and corporate sustainability markets. The company serves water utilities, commercial, and industrial industries; and provides training, project management, technical support, and other collaborative services for customers. It sells its products and software directly, as well as through resellers and representatives. The company was incorporated in 1905 and is based in Milwaukee, Wisconsin.",2210.0,https://www.badgermeter.com,NYQ,America/New_York
BOH,Bank of Hawaii Corporation,Financial Services,Banks - Regional,United States,USD,"Bank of Hawaii Corporation operates as the bank holding company for Bank of Hawaii that provides various financial products and services in Hawaii, Guam, and other Pacific Islands. It operates through three segments: Consumer Banking, Commercial Banking, and Treasury and Other. The Consumer Banking segment offers checking, savings, and time deposit accounts; residential mortgage loans, home equity lines of credit, automobile loans and leases, overdraft lines of credit, installment loans, small business loans and leases, and credit cards; private and international client banking, investment, credit, and trust services to individuals and families, and high-net-worth individuals; investment management; and institutional investment advisory services to corporations, government entities, and foundations. This segment also provides brokerage and insurance offerings, including equities, mutual funds, life insurance, and annuity products. The Commercial Banking segment offers commercial and industrial loans, commercial real estate loans, commercial lease financing, auto dealer financing, and deposit products; and international banking, cash management, and merchant services to middle-market and large companies, and government entities. This segment also provides commercial real estate mortgages to investors, developers, and builders. The Treasury and Other segment offers corporate asset and liability management services, including interest rate risk management and foreign exchange services. Bank of Hawaii Corporation was founded in 1897 and is headquartered in Honolulu, Hawaii.",1865.0,https://www.boh.com,NYQ,America/New_York
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,"Boot Barn Holdings, Inc. operates specialty retail stores in the United States and internationally. The company's specialty retail stores offer western and work-related footwear, apparel, and accessories for men, women, and kids. It offers boots, shirts, jackets, hats, belts and belt buckles, handbags, western-style jewelry, rugged footwear, outerwear, overalls, denim, safety-toe boots, and flame-resistant and high-visibility clothing, as well as gifts and home merchandise under the Shyanne, Cody James, Moonshine Spirit, Idyllwind, Hawx, Cody James Work, Cleo + Wolf, Brothers & Sons, Rank 45, Blue Ranchwear, and Cody James Black 1978 brands. The company also sells its products through websites, including bootbarn.com, sheplers.com, countryoutfitter.com, and idyllwind.com, as well as third-party marketplaces. The company was formerly known as WW Top Investment Corporation and changed its name to Boot Barn Holdings, Inc. in June 2014. Boot Barn Holdings, Inc. was founded in 1978 and is based in Irvine, California.",3300.0,https://www.bootbarn.com,NYQ,America/New_York
BOX,"Box, Inc.",Technology,Software - Infrastructure,United States,USD,"Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device in the United States and Japan. The company's Software-as-a-Service platform enables users to work with their content as they need from secure external collaboration, workspaces to e-signature processes, and content workflows improving employee productivity and accelerating business processes. It also offers web, mobile, and desktop applications of its solutions on a platform, as well as the ability to develop custom applications. The company was formerly known as Box.net, Inc. and changed its name to Box, Inc. in November 2011. Box, Inc. was incorporated in 2005 and is headquartered in Redwood City, California.",2810.0,https://www.box.com,NYQ,America/New_York
BRC,Brady Corporation,Industrials,Security & Protection Services,United States,USD,"Brady Corporation manufactures and supplies identification solutions and workplace safety products that identify and protect premises, products, and people in the Americas, Asia, Europe, and Australia. The company offers safety signs, traffic signs and control products, floor-marking tapes, pipe markers, labeling systems, spill control products, lockout/tagout devices, personal protection equipment, first aid products, and software and services for safety compliance auditing, procedures writing, and training; materials, radio frequency identification and barcode scanners for product identification, direct part marking, engraving equipment, brand protection labeling, work in process labeling, finished product identification, asset tracking labels, asset tags, and industrial track and trace applications; and handheld printers, wire markers, sleeves, and tags. It also provides wristbands, labels, printing systems, and other products used in hospital, laboratory, and other healthcare settings for tracking and improving the safety of patients; and badges, lanyards, rigid card printing systems, and access control software. The company serves industrial manufacturing, electronic manufacturing, healthcare, chemical, oil, gas, alternative energy, automotive, aerospace, governments, mass transit, mechanical contractors, construction, utilities, education, leisure and entertainment, retail and telecommunications, and others. The Company markets and sells its products through multiple channels, including distributors, a direct sales force, and digital channels. Brady Corporation was incorporated in 1914 and is based in Milwaukee, Wisconsin.",6400.0,https://www.bradyid.com,NYQ,America/New_York
BTU,Peabody Energy Corporation,Energy,Thermal Coal,United States,USD,"Peabody Energy Corporation engages in coal mining business. It operates through Seaborne Thermal, Seaborne Metallurgical, Powder River Basin, Other U.S. Thermal, and Corporate and Other segments. The company is involved in the mining, preparation, and sale of thermal coal primarily to electric utilities; mining of bituminous and sub-bituminous coal deposits; utilization of surface and underground extraction processes to mine low-sulfur and high British thermal unit thermal coal; and mining metallurgical coal, such as hard coking coal, semi-hard coking coal, semi-soft coking coal, and pulverized coal injection coal. It also supplies coal primarily to electricity generators, industrial facilities, and steel manufacturers. In addition, the company engages in trading of coal and freight-related contracts, as well as provides transportation-related services. It operates in the United States, Japan, China, Australia, Taiwan, Indonesia, Brazil, Malaysia, Belgium, India, France, Vietnam, South Korea, Germany, and internationally. Peabody Energy Corporation was founded in 1883 and is headquartered in Saint Louis, Missouri.",5600.0,https://www.peabodyenergy.com,NYQ,America/New_York
BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,United States,USD,"BorgWarner Inc., together with its subsidiaries, provides solutions for combustion, hybrid, and electric vehicles worldwide. It offers turbochargers, eBoosters, eTurbos, emissions systems, thermal systems, gasoline ignition technology, smart remote actuators, powertrain sensors, cabin heaters, and battery heaters. The company also provides control modules, friction, and mechanical clutch products for automatic transmissions, torque-management products and rear-wheel drive, all-wheel drive transfer case systems, and coupling systems; and power electronics, such as inverters, onboard chargers, DC/DC converters and combination boxes, rotating electric machines, fully integrated drive modules, and electronic controls. It sells its products to original equipment manufacturers of light vehicles, which comprise passenger cars, sport-utility vehicles, vans, and light trucks; commercial vehicles, including medium-duty and heavy-duty trucks, and buses; and off-highway vehicles, such as agricultural and construction machinery, and marine applications, as well as to tier one vehicle systems suppliers and the aftermarket for light, commercial, and off-highway vehicles. The company was formerly known as Borg-Warner Automotive, Inc. BorgWarner Inc. was founded in 1928 and is headquartered in Auburn Hills, Michigan.",38300.0,https://www.borgwarner.com,NYQ,America/New_York
BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,United States,USD,"Blackstone Mortgage Trust, Inc., a real estate finance company, originates senior loans collateralized by commercial properties in North America, Europe, and Australia. The company originates and acquires senior, floating rate mortgage loans that are secured by a first-priority mortgage on commercial real estate assets. It operates as a real estate investment trust for federal income tax purposes. The company was formerly known as Capital Trust, Inc. and changed its name to Blackstone Mortgage Trust, Inc. in May 2013. Blackstone Mortgage Trust, Inc. was incorporated in 1998 and is headquartered in New York, New York.",,https://www.blackstonemortgagetrust.com,NYQ,America/New_York
CABO,"Cable One, Inc.",Communication Services,Telecom Services,United States,USD,"Cable One, Inc., together with its subsidiaries, provides data, video, and voice services in the United States. The company offers residential data services, a service to enhance Wi-Fi signal throughout the home. It also provides various residential video services from basic video service to digital services with access to hundreds of channels. In addition, the company offers Sparklight TV, an IPTV video service and a cloud-based digital video recorder (DVR) service that allows customers to stream video channels from the cloud through a new app on supported devices, such as the Amazon Firestick, Apple TV, and Android-based smart televisions that does not require the use of a set-top box. Further, it provides data, voice, and video products to business customers, including small to mid-markets, enterprises, and wholesale and carrier customers. The company serves residential and business customers, comprising data, video, and voice services. Cable One, Inc. was incorporated in 1980 and is headquartered in Phoenix, Arizona.",2817.0,https://www.cableone.biz,NYQ,America/New_York
CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants,United States,USD,"The Cheesecake Factory Incorporated operates and licenses restaurants in the United States and Canada. The company operates bakeries that produce cheesecakes and other baked products for its restaurants, international licensees, third-party bakery customers, external foodservice operators, retailers, and distributors. It operates restaurants under the brands comprising The Cheesecake Factory, North Italia, Flower Child, and Fox Restaurant Concepts. The Cheesecake Factory Incorporated was founded in 1972 and is headquartered in Calabasas, California.",47900.0,https://www.thecheesecakefactory.com,NMS,America/New_York
CAL,"Caleres, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,"Caleres, Inc. engages in the designs, develops, sources, manufactures, and distributes footwear in the United States, Canada, East Asia, and internationally. It operates through Famous Footwear and Brand Portfolio segments. The company offers licensed, branded, and private-label athletic, casual, and dress footwear products. The company provides brand name athletic, casual, and dress shoes, including Nike, Skechers, Adidas, Vans, Crocs, Converse, Puma, Birkenstock, New Balance, Under Armour, Dr. Martens, Reef, Asics, Bearpaw, HeyDude, and Veronica Beard brands, as well as company-owned and licensed brands, such as Sam Edelman, Vionic, Allen Edmonds, Franco Sarto, Rykä, Vince, Favorite Daughter, LifeStride, Dr. Scholl's Shoes, Blowfish Malibu, and Naturalizer. The company also operates naturalizer.com, naturalizer.ca, vionicshoes.com, samedelman.com, samedelman.co.uk, allenedmonds.com, allenedmonds.ca, shoebank.com, drschollsshoes.com, lifestride.com, francosarto.com, and ryka.com websites. In addition, it designs, sources, manufactures, and markets footwear to retail stores, such as online retailers, national chains, department stores, mass merchandisers, and independent retailers. Further, the company wholesales men's footwear, apparel, leather goods, and accessories under the Allen Edmonds brand; footwear for women under LifeStride brand; Italian footwear Franco Sarto brand; athletic footwear for women under the Rykä brand; women's shoe collection under the Vince brand; and women's footwear collection under Veronica Beard brand. The company operates through retail shoe stores, wholesales, and e-commerce websites. The company was formerly known as Brown Shoe Company, Inc. and changed its name to Caleres, Inc. in May 2015. Caleres, Inc. was founded in 1878 and is headquartered in Saint Louis, Missouri.",4800.0,https://www.caleres.com,NYQ,America/New_York
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,United States,USD,"Cal-Maine Foods, Inc., together with its subsidiaries, engages in the production, grading, packaging, marketing, and distribution of shell eggs, egg products, and prepared foods. The company offers specialty shell eggs, including cage-free, organic, brown, free-range, and pasture-raised and nutritionally enhanced eggs, as well as conventional eggs under the Egg-Land's Best, Land O' Lakes, Farmhouse Eggs, Sunups, Sunny Meadow, and 4-Grain brand names. It also provides ready-to-eat products, such as hard-cooked eggs, egg wraps, protein pancakes, crepes and wrap-ups; and sells feed, miscellaneous byproducts, and resale products. The company sells its products to various customers, including national and regional grocery store chains, club stores, independent supermarkets, foodservice distributors, and egg product consumers primarily in the southwestern, southeastern, mid-western, northeastern, and mid-Atlantic regions of the United States, as well as Puerto Rico. Cal-Maine Foods, Inc. was founded in 1957 and is headquartered in Ridgeland, Mississippi.",3683.0,https://www.calmainefoods.com,NMS,America/New_York
CALX,"Calix, Inc.",Technology,Software - Infrastructure,United States,USD,"Calix, Inc., together with its subsidiaries, provides cloud and software platforms, and systems and services in the United States, rest of Americas, Europe, the Middle East, Africa, and the Asia Pacific. Its cloud and software platforms, and systems and services enable broadband service providers (BSPs) to provide a range of services. The company offers Calix Cloud platform comprising Calix Engagement Cloud, Calix Operations Cloud, and Calix Service Cloud, which are configurable to display role-based insights and enable BEPs to anticipate and target new revenue-generating services and applications through mobile application, such as CommandIQ for residents and CommandWorx for businesses; Calix Intelligent Access, an access network solution for automated and intelligent networks; and Calix Unlimited Subscriber, a solution for subscriber managed services. It also provides SmartLife managed services, including SmartHome managed services and applications to enhance, operate and secure the connected experience of subscribers in their home for Wi-Fi, advanced content control, network security, connected cameras, and social media monitoring; SmartTown managed services that reimagine community Wi-Fi as a ubiquitous, secure, and managed experience across a BEP's footprint; and SmartBiz managed services that address the business networking and productivity needs of business owners with an all-in-one managed service. In addition, the company offers Wi-Fi systems under GigaSpire and GigaPro brands to be ready for deployment as a complete subscriber experience solution for BEP's residential and business subscribers. It provides its products through its direct sales force and resellers. Calix, Inc. was incorporated in 1999 and is headquartered in San Jose, California.",1820.0,https://www.calix.com,NYQ,America/New_York
CARG,"CarGurus, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,USD,"CarGurus, Inc. operates an online automotive platform for buying and selling vehicles in the United States and internationally. It operates through two segments, U.S. Marketplace and Digital Wholesale. The company provides an online automotive marketplace that allows customers to search for new and used car listings from its dealers; and connects dealers to a large audience of informed and engaged consumers while providing dealers with actionable data-based insights. It also offers Digital Deal which allows shoppers to start purchase from a VDP on eligible listings that provides them with purchase options; Finance in Advance, where eligible consumers can pre-qualify for financing on cars from dealerships that offer financing from partners; Sell My Car  Top Dealer Offers which allows dealers to make tailored trade-in offers; and Sell My Car  Instant Max Cash Offer which allows consumers to sell vehicles to dealers online. In addition, the company provides dealer listings and data insights products; auto manufacturers and others advertiser products, such as brand reinforcement, category sponsorship, automobile segment exclusivity, and consumer segment exposure; Autolist, an online automotive marketplace through mobile applications and a website; and PistonHeads which is an automotive marketplace, auction platform, and editorial site for automotive enthusiasts. The company was formerly known as CarGurus LLC and changed its name to CarGurus, Inc. in June 2015. CarGurus, Inc. was founded in 2005 and is headquartered in Boston, Massachusetts.",1282.0,https://www.cargurus.com,NMS,America/New_York
CARS,Cars.com Inc.,Communication Services,Internet Content & Information,United States,USD,"Cars.com Inc., an audience-driven technology company, provides solutions for the automotive industry in the United States. The company offers cars commerce platforms, such as Marketplace, allowing OEMs and dealers to merchandise their inventory and allowing consumers to add and save vehicles to virtual garage and track the Cars.com market value of current vehicle, as well as provides reputation management technology and digital financing tools and access to in-market consumers who are ready to trade-in its vehicle for a new one. It also provides website creation and platform hosting; digital retailing solutions; and trade and appraisal product, including AccuTrade, uses real-time market data and diagnostic scans to determine the right trade-in offer for every VIN in minutes. In addition, the company offers Cars Commerce Media Network products comprising Cars Social, allows dealers to target and serve native advertisements displaying real-time inventory to in-market car shoppers on Facebook and Instagram; VIN Performance Media, a machine-learning for media campaign, including audience targeting, real-time inventory, and ad placement across search, social, and display; In-Market Video, provides OEMs and dealers to pinpoint serious, ready-to-buy shoppers geographically; and In-Market Display, enable dealers and OEMs to extend reach and access audience of in-market car shoppers. The company serves local dealers, OEMs, dealer groups, and auto-adjacent companies. Cars.com Inc. was founded in 1998 and is headquartered in Chicago, Illinois.",1800.0,https://www.cars.com,NYQ,America/New_York
CASH,"Pathward Financial, Inc.",Financial Services,Banks - Regional,United States,USD,"Pathward Financial, Inc. operates as the bank holding company for Pathward, National Association that provides various banking products and services in the United States. The company operates through three segments: Consumer, Commercial, and Corporate Services/Other. It offers demand deposit accounts, savings accounts, and money market savings accounts. The company also provides commercial finance product comprising term lending, asset-based lending, factoring, lease financing, insurance premium finance, government guaranteed lending, and other commercial finance products; installment and revolving consumer lending products; tax services, which includes short-term refund advance loans and short-term electronic return originator advance loans; and warehouse financing services. In addition, it and offers payment solutions, such as acceptance, processing, and settlement of credit card and debit card payments, financial processing services for freestanding ATMs; digital payments; and merchant services, as well asissues debit and prepaid cards. The company was formerly known as Meta Financial Group, Inc. and changed its name to Pathward Financial, Inc. in July 2022. Pathward Financial, Inc. was founded in 1954 and is based in Sioux Falls, South Dakota.",1178.0,https://www.pathwardfinancial.com,NMS,America/New_York
CATY,Cathay General Bancorp,Financial Services,Banks - Regional,United States,USD,"Cathay General Bancorp operates as the holding company for Cathay Bank that offers various commercial banking products and services to individuals, professionals, and small to medium-sized businesses in the United States. It offers savings accounts, checking accounts, money market deposit accounts, certificates of deposit, individual retirement accounts, and public funds deposits, and acceptance of checking, savings, and time deposits. The company also provides loan products, such as commercial loans, small business administration loans, residential mortgage loans, real estate construction loans, and home equity lines of credit, and installment loans to individuals for household and other consumer expenditures. In addition, it offers trade financing, letter of credit, wire transfer, forward currency spot and forward contract, safe deposit, collection, automatic teller machine, Internet banking, investment, and other customary bank services, as well as investment products and services, such as stocks, bonds, mutual funds, insurance, annuities, and advisory services. Cathay General Bancorp was founded in 1962 and is headquartered in Los Angeles, California.",1266.0,https://www.cathaygeneralbancorp.com,NMS,America/New_York
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Cyclical,Restaurants,United States,USD,"Cracker Barrel Old Country Store, Inc. develops and operates the Cracker Barrel Old Country Store concept in the United States. Its Cracker Barrel stores consist of restaurants with a gift shop. The company's restaurants serve breakfast, lunch, and dinner, as well as dine-in, pick-up, and delivery services. Its gift shops offer various decorative and functional items, such as rocking chairs, seasonal gifts, apparel, toys, food, cookware, and various other gift items, as well as various candies, preserves, and other food items. Cracker Barrel Old Country Store, Inc. was incorporated in 1969 and is headquartered in Lebanon, Tennessee.",76730.0,https://www.crackerbarrel.com,NMS,America/New_York
CBU,"Community Financial System, Inc.",Financial Services,Banks - Regional,United States,USD,"Community Financial System, Inc. operates as the bank holding company for Community Bank, N.A. that provides various banking and other financial services to retail, commercial, institutional, and municipal customers. It operates in three segments: Banking, Employee Benefit Services, and All Other. The company offers various deposits products, such as interest and noninterest-bearing checking, savings, and money market deposit accounts, as well as time deposits. It also provides loans, such as consumer mortgages; general purpose commercial and industrial loans, and mortgages on commercial properties; paycheck protection program loans; installment loans that are originated through selected dealerships and are secured by automobiles, marine, and other recreational vehicles; personal installment loans and check credit lines of credit for consumers; and home equity products. In addition, the company offers broker-dealer and investment advisory; cash management, investment, and treasury services; asset management services; and employee benefit services, as well as operates as a full-service insurance agency that offers personal and commercial lines of insurance, and other risk management products and services. Further, it offers contribution plan administration, employee benefit trust, collective investment fund, retirement plan administration and benefit consulting, fund administration, transfer agency, actuarial and benefit consulting, and health and welfare consulting services; and act as an investor in residential and commercial real estate activities. Additionally, the company offers wealth management, retirement planning, higher educational planning, fiduciary, risk management, trust, and personal financial planning services; and investment alternatives, including stocks, bonds, mutual funds, and insurance and advisory products, as well as master recordkeeping services. Community Financial System, Inc. was founded in 1866 and is headquartered in Dewitt, New York.",2730.0,https://communityfinancialsystem.com,NYQ,America/New_York
CC,The Chemours Company,Basic Materials,Specialty Chemicals,United States,USD,"The Chemours Company provides performance chemicals in North America, the Asia Pacific, Europe, the Middle East, Africa, and Latin America. It operates through three segments: Thermal & Specialized Solutions, Titanium Technologies, and Advanced Performance Materials. The Thermal & Specialized Solutions segment provides refrigerants, thermal management solutions, propellants, foam blowing agents, and specialty solvents under the Freon and Opteon brand names. The Titanium Technologies segment offers TiO2 pigment, a white pigment that delivers whiteness, brightness, opacity, durability, efficiency, and protection in applications, including architectural and industrial coatings, flexible and rigid plastic packaging, polyvinylchloride, laminate papers used for furniture and building materials, coated paper, and coated paperboard for use in packaging under the Ti-Pure brand name. The Advanced Performance Materials segment products portfolio includes various specialty product solutions, membranes, industrial resins, additives, films, and coatings for consumer electronics, semiconductors, digital communications, transportation, energy, oil and gas, and medical markets under the Teflon, Viton, Krytox, and Nafion brand names. The company sells its products through direct and indirect channels, as well as through a network of resellers, third-party sales agents, and distributors. The Chemours Company was incorporated in 2014 and is headquartered in Wilmington, Delaware.",6000.0,https://www.chemours.com,NYQ,America/New_York
CCOI,"Cogent Communications Holdings, Inc.",Communication Services,Telecom Services,United States,USD,"Cogent Communications Holdings, Inc., through its subsidiaries, provides high-speed Internet access, private network, and data center colocation space services in North America, South America, Europe, Oceania, and Africa. The company offers on-net Internet access and private network services to law firms, financial services firms, and advertising and marketing firms, as well as heath care providers, educational institutions and other professional services businesses, other Internet service providers, telephone companies, cable television companies, web hosting companies, media service providers, mobile phone operators, content delivery network companies, and commercial content and application service providers. It also provides Internet access and private network services to customers that are not located in buildings directly connected to its network; and on-net services to customers located in buildings that are physically connected to its network. In addition, the company offers off-net services to corporate customers using other carriers' circuits to provide the last mile portion of the link from the customers' premises to the network. Further, it operates data centers that allow its customers to collocate their equipment and access the network. It serves primarily to small and medium-sized businesses, communications service providers, and other bandwidth-intensive organizations. Cogent Communications Holdings, Inc. was founded in 1999 and is headquartered in Washington, the District of Columbia.",1916.0,https://www.cogentco.com,NMS,America/New_York
CCS,"Century Communities, Inc.",Real Estate,Real Estate - Development,United States,USD,"Century Communities, Inc., together with its subsidiaries, engages in the design, development, construction, marketing, and sale of single-family attached and detached homes. It is also involved in the entitlement and development of the underlying land; and provision of mortgage, title, and insurance services to its homebuyers. The company offers homes under the Century Communities and Century Complete brands. It sells homes through its sales representatives, retail studios, and internet, as well as through independent real estate brokers in 18 states in the United States. Century Communities, Inc. was founded in 2002 and is headquartered in Greenwood Village, Colorado.",1873.0,https://www.centurycommunities.com,NYQ,America/New_York
CE,Celanese Corporation,Basic Materials,Chemicals,United States,USD,"Celanese Corporation, a chemical and specialty materials company, manufactures and sells engineered polymers worldwide. The Engineered Materials segment offers nylon and polypropylene compounds and formulations, high temperature nylon, polyoxymethylene, polyethylene and polybutylene terephthalates, ultra-high molecular weight polyethylene, long-chain polyamides, long-fiber reinforced thermoplastics, liquid crystal polymers, thermoplastic elastomers and vulcanizates, polyphenylene sulfide, ethylene vinyl acetate pharmaceutical grade copolymers, and ethylene acrylic elastomers for use in automotive, medical, industrial, energy storage, consumer electronics, appliance, construction, filtration equipment, telecommunication, beverage, electrical, and consumer apparel applications. Its Acetyl Chain segment produces and supplies acetyl products, including acetic acid, vinyl acetate monomers, vinyl acetate ethylene emulsions, conventional emulsions, ethylene vinyl acetate resins and compounds, low-density polyethylene resins, redispersible powders, acetic anhydride, ethyl acetates, formaldehydes, butyl acetates, acetate tows, and acetate flakes for use in paints, coatings, adhesives, textiles, paper finishing, flexible packaging, lamination products, pharmaceuticals, films, inks, plasticizers, solvents, automotive parts, external thermal insulation composite systems, tiling, plasters and renders, lubricants, filtration, food and beverage, consumer goods, and food packaging applications. The company offers its products under the Celanyl, FRIANYL, ECOMID, Zytel, Celcon, Hostaform, Celanex, Crastin, Thermx, Rynite, GUR, Celstran, Factor, Vectra, Zenite, Forprene, Sofprene, Laprene, Hytrel, Santoprene, Dytron, Geolast, Vamac, Polifor, Tecnoprene, and VitalDose brands. It sells its products directly to customers and through distributors; and serves original equipment manufacturers and suppliers. Celanese Corporation was founded in 1912 and is headquartered in Irving, Texas.",11000.0,https://www.celanese.com,NYQ,America/New_York
